StudentID,LMS_Logins_Per_Week,Login_Drop_Ratio,Attendance_Percentage,Attendance_Trend,Avg_Assignment_Delay_Days,Late_Submission_Ratio,Night_Activity_Ratio,Avg_Session_Duration_Min,Feedback_Text,Sentiment_Score,Burnout_Risk_Score,Burnout_Risk_Level,Dropout_Probability,Academic_Disengagement,Risk_Label,Recommended_Intervention
S0955,11,0.46,57.43,-10.83,3.69,0.25,0.13,53.96,Feeling stressed and tired.,-0.81,52,Medium,56,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0956,4,0.37,65.46,-38.05,5.14,0.05,0.41,76.69,I enjoy learning new topics.,0.75,45,Medium,54,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0957,3,0.0,88.17,-19.21,6.81,0.58,0.22,20.82,Assignments are manageable.,0.04,16,Low,22,No,0,['Provide Assignment Deadline Extension Support']
S0958,7,0.38,70.95,-14.62,0.3,0.55,0.15,43.4,Everything is okay.,-0.03,6,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0959,6,0.13,75.53,-17.84,1.94,0.74,0.13,27.85,Assignments are manageable.,-0.02,20,Low,16,No,0,['Academic Mentor Follow-up']
S0960,4,0.57,70.7,-28.24,0.32,0.52,0.3,23.85,Assignments are manageable.,0.05,35,Medium,14,No,1,['Early Academic Warning Notification']
S0961,3,0.0,72.79,-23.18,1.34,0.52,0.46,54.74,Routine semester.,-0.04,21,Low,5,No,0,['Early Academic Warning Notification']
S0962,3,0.0,69.67,-32.39,1.34,0.19,0.49,21.32,Feeling stressed and tired.,-0.89,50,Medium,33,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0963,9,0.22,75.27,-8.43,1.65,0.0,0.09,42.67,Assignments are manageable.,0.09,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0964,5,0.29,93.37,4.76,1.39,0.06,0.42,57.52,Feeling stressed and tired.,-0.83,23,Low,23,No,0,['Mental Wellness Counseling Recommended']
S0965,4,0.4,21.38,-2.44,7.92,0.02,0.23,43.34,Too much academic pressure.,-0.4,67,Medium,71,Yes,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support']"
S0966,4,0.0,77.03,6.58,5.05,0.88,0.34,64.33,I enjoy learning new topics.,0.47,35,Medium,31,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0967,4,0.11,69.88,8.9,9.64,0.25,0.41,13.19,Everything is okay.,-0.06,24,Low,31,No,0,['Provide Assignment Deadline Extension Support']
S0968,7,0.0,96.33,-32.21,4.46,0.21,0.57,41.43,Hard to keep up with deadlines.,-0.58,50,Medium,43,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0969,6,0.54,65.73,-31.36,2.64,0.53,0.3,57.44,I feel overwhelmed.,-0.89,51,Medium,44,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0970,5,0.0,84.29,-10.56,1.05,0.22,0.11,9.11,Assignments are manageable.,0.08,0,Low,28,No,0,['Regular Monitoring — No Immediate Intervention']
S0971,5,0.69,76.4,-27.87,7.83,0.41,0.45,73.26,Course workload is balanced.,0.69,52,Medium,65,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0972,6,0.12,52.72,-5.21,0.88,0.31,0.55,5.0,Assignments are manageable.,-0.04,28,Low,30,Yes,0,['Schedule Faculty Counseling Session']
S0973,3,0.17,69.62,-4.08,3.71,0.0,0.08,5.0,Too much academic pressure.,-0.63,30,Low,25,No,0,['Mental Wellness Counseling Recommended']
S0974,4,0.0,92.0,-33.93,1.6,0.3,0.15,5.0,I enjoy learning new topics.,0.7,21,Low,24,No,0,['Early Academic Warning Notification']
S0975,4,0.38,100.0,-15.07,1.2,0.0,0.07,62.17,Assignments are manageable.,-0.05,1,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0976,11,0.23,67.83,9.17,2.13,0.18,0.54,19.99,Course workload is balanced.,0.62,0,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0977,6,0.0,88.87,-14.07,5.17,0.0,0.38,82.85,I enjoy learning new topics.,0.66,18,Low,32,No,0,['Provide Assignment Deadline Extension Support']
S0978,3,0.0,100.0,-36.98,5.7,0.43,0.12,90.54,Everything is okay.,-0.1,36,Medium,32,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0979,3,0.0,79.21,9.79,1.08,0.48,0.04,62.84,Faculty support is helpful.,0.7,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0980,6,0.25,89.59,1.33,2.99,0.0,0.41,69.27,Course workload is balanced.,0.92,8,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0981,2,0.0,48.47,-27.95,2.15,0.08,0.47,44.33,Everything is okay.,-0.12,45,Medium,46,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0982,8,0.0,41.03,-26.97,1.29,0.24,0.19,57.9,Everything is okay.,0.04,51,Medium,54,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0983,4,0.21,67.59,-34.23,2.88,0.04,0.43,51.12,Assignments are manageable.,-0.16,21,Low,19,No,0,['Early Academic Warning Notification']
S0984,6,0.0,66.0,2.12,1.3,0.0,0.19,54.06,I am managing studies well.,0.75,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0985,7,0.22,96.32,-27.64,3.96,0.56,0.32,41.12,I enjoy learning new topics.,0.66,24,Low,6,No,0,['Early Academic Warning Notification']
S0986,6,0.27,88.66,-19.28,2.94,1.0,0.26,45.79,Course workload is balanced.,0.45,25,Low,16,No,0,['Academic Mentor Follow-up']
S0987,8,0.43,73.81,-17.9,1.42,0.28,0.56,14.58,Too much academic pressure.,-0.74,21,Low,14,No,0,['Mental Wellness Counseling Recommended']
S0988,7,0.38,69.5,-31.39,3.45,0.06,0.38,81.95,Everything is okay.,0.18,29,Low,32,No,0,['Early Academic Warning Notification']
S0989,2,0.04,71.91,-22.9,0.45,0.38,0.51,51.02,Assignments are manageable.,-0.07,25,Low,36,No,0,['Early Academic Warning Notification']
S0990,3,0.0,73.92,-0.73,1.35,0.4,0.32,48.9,Too much academic pressure.,-0.97,26,Low,32,No,0,['Mental Wellness Counseling Recommended']
S0991,4,0.01,81.48,5.51,2.22,0.0,0.61,77.96,Assignments are manageable.,0.1,13,Low,0,No,0,['Sleep Hygiene Awareness Program']
S0992,5,0.05,99.74,-15.33,3.89,0.21,0.06,25.1,I am managing studies well.,0.54,2,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0993,5,0.23,100.0,-11.15,1.63,0.85,0.08,33.79,Feeling stressed and tired.,-0.62,40,Medium,44,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0994,8,0.46,75.64,-5.21,0.07,0.93,0.48,44.0,Hard to keep up with deadlines.,-0.6,37,Medium,34,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0995,3,0.17,65.59,-1.28,0.33,0.61,0.09,38.5,I am managing studies well.,0.76,18,Low,28,No,0,['Academic Mentor Follow-up']
S0996,1,0.2,92.84,-27.01,1.86,0.25,0.13,19.12,Routine semester.,0.18,29,Low,39,Yes,0,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0997,7,0.37,60.65,3.53,1.09,0.49,0.5,39.65,I am managing studies well.,0.53,10,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0998,6,0.06,74.37,-32.68,5.35,0.18,0.28,73.48,Too much academic pressure.,-0.87,63,Medium,73,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0999,9,0.08,50.88,-36.5,0.78,0.38,0.19,29.76,Everything is okay.,-0.09,51,Medium,40,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S1000,8,0.0,72.14,1.21,5.32,0.09,0.04,94.98,I am managing studies well.,0.92,18,Low,25,No,0,['Provide Assignment Deadline Extension Support']
